err_sentence,cor_sentence,error_point,error_type
그냥 재가 메일로저눠서보내드릴까요?,그냥 제가 메일로 나눠서 보내드릴까요?,,
통신사는 조선이일본에 파견한거인가요?,통신사는 조선이 일본에 파견한 것인가요?,,
"학교가 과업을 달성하기위한위계가있구, 공식적인 업무가있따구...","학교가 과업을 달성하기 위한 위계가 있고, 공식적인 업무가 있다고...",,
우리 부모새대는 당연히 자식이 돌봐주리라,우리 부모 세대는 당연히 자식이 돌봐주리라.,,
그전에 필수교양에서 조별로 발표시켰는데 조원 아무도 발표 안하려고 해서 그냥 아무도 발표 안하고 점수 걍 깍였음,"그전에 필수 교양에서 조별로 발표시켰는데, 조원들이 아무도 발표를 안 하려고 해서 그냥 아무도 발표 안 하고 점수 그냥 깎였음.",,
들었는대어떤점에서 잘못됀것인가요?,들었는데 어떤 점에서 잘못된 것인가요?,,
얼마나 많이 공부해야 하는 거야,얼마나 많이 공부를 해야 하는 거야.,,
올해는 사관이구 경찰대구 아예 안 볼려고...,올해는 사관이고 경찰대고 아예 안 보려고...,,
채권가격이왜 금리와 반비례인지모르겟어용.,채권 가격이 왜 금리와 반비례인지 모르겠어요.,,
칼럼 정성 가득이어서 넘 감사해요,칼럼이 정성 가득이어서 너무 감사해요.,,
현대시랑 고전시가만 보는방법 신기하네요,현대시랑 고전시가만 보는 방법 신기하네요.,,
이글도그 흐름에들어가는건가여?,이 글도 그 흐름에 들어가는 건가요?,,
외냐하면할스잇다는것을 스스로 알기떄문이에요,왜냐하면 할 수 있다는 것을 스스로 알기 때문이에요.,,
시간을 안채우면 누군가 콕집어서 공부 안하냐고 하면 됩니다,시간을 안 채우면 누군가 콕 집어서 공부 안 하냐고 하면 됩니다.,,
전 주관식이더조은 양식이라고생각해요.,저는 주관식이 더 좋은 양식이라고 생각해요.,,
현재 수능과목으로생활과윤리와 사회 문화를 공부하구있슴니다.,현재 수능 과목으로 생활과 윤리와 사회 문화를 공부하고 있습니다.,,
차라리 기출을 시간 재고 푸는 연습을 하는게 더 좋을까요,차라리 기출을 시간을 재고 푸는 연습을 하는 게 더 좋을까요?,,
이부분이 계속해서 햇갈려요.,이 부분이 계속해서 헷갈려요.,,
게속 고민하면서 푸는게 좋을까요??,계속 고민하면서 푸는 게 좋을까요??,,
그 기니피그일있고나서 각오해쓸때 이미 한마스터님께 저쫌 부탁드렸거든요,그 기니피그일 있고 나서 각오했을 때 이미 한 마스터님께 저 좀 부탁드렸거든요.,,
장자가 욕구가 일어나지안는마음 상태를 이상적으로 본 점은 노자와 비슷하구 여씨춘추와는 반대된다구생각해두되나욤,장자가 욕구가 일어나지 않는 마음 상태를 이상적으로 본 점은 노자와 비슷하고 여씨춘추와는 반대된다고 생각해도 되나요?,,
하나님이 우리에게 바라는거하나가바루 그거야.,하나님이 우리에게 바라는 거 하나가 바로 그거야.,,
글스는 능력도 얻을스있겠니요.,글 쓰는 능력도 얻을 수 있겠네요.,,
계속 이걸로 이벤트 여니깐 이사람 저사람 다들어옴,계속 이걸로 이벤트 여니깐 이 사람 저 사람 다 들어옴.,,
전지문을읽을떄 예외사항까지 다기억하기가쫌 버거워서 밑줄만 쳐두구 바로 문재로 넘어갔는데요.,저는 지문을 읽을 때 예외사항까지 다 기억하기가 좀 버거워서 밑줄만 쳐두고 바로 문제로 넘어갔는데요.,,
그리구 아니라구 하면 편가르기 하면서 욕 햇을거임,그리고 아니라고 하면 편가르기 하면서 욕했을 거임.,,
구체적인 반수 독학할 복습방법좀 얻을수잇쓸까요?,구체적인 반수 독학할 복습 방법 좀 얻을 수 있을까요?,,
다른분의수업을드렀던 학생이들어도 충돌이없을까요?,다른 분의 수업을 들었던 학생이 들어도 충돌이 없을까요?,,
이문학을 듣는거이 좋을가요?,이 문학을 듣는 것이 좋을까요?,,
공부를 주목적으로 한 동아리를 공식적사회화 기관이라구 할수있나요?,공부를 주목적으로 한 동아리를 공식적 사회화 기관이라고 할 수 있나요?,,
수혜자라는말을사용해도 갠찬나요?,수혜자라는 말을 사용해도 괜찮나요?,,
근데 유학은 돈이 너무많이드는데 진자 이정두일줄은 또 몰랐지요,근데 유학은 돈이 너무 많이 드는데 진자 이 정도일 줄은 또 몰랐지요.,,
구냥 양치기로배경지식이나 쌓을까십다,그냥 양치기로 배경지식이나 쌓을까 싶다.,,
신장의 기운을 올려주는건 폐와 간인데 외 간은 안되나요?,신장의 기운을 올려주는 건 폐와 간인데 왜 간은 안 되나요?,,
있으시다면 쭉 그 관계 유지하는 걸 조심스럽게 춫천드려요,있으시다면 쭉 그 관계 유지하는 걸 조심스럽게 추천드려요.,,
반스하는내내 제자신에대한의심도많았었다.,반수하는 내내 제 자신에 대한 의심도 많았었다.,,
최근 몃개 년의 기출을보는게 적당할까요?,최근 몇 개 년의 기출을 보는 게 적당할까요?,,
행동강령 적긴 적어야 하는데 뭐 어떡케 해야할지 몰라 고민하던 중에 이런 소식이 감사합니다,행동 강령 적긴 적어야 하는데 뭐 어떻게 해야 할지 몰라 고민하던 중에 이런 소식이 감사합니다.,,
못난이 손인데 그렇게 바주시면 감사해요,못난이 손인데 그렇게 봐주시면 감사해요.,,
믄제는 적당히 고민히다가계산해나가지못해떤 이유가먼지 오답을 작성햇다,문제는 적당히 고민하다가 계산해나가지 못했던 이유가 뭔지 오답을 작성했다.,,
허수면 실수가돼면 되는거아니냐,허수라면 실수가 되면 되는 거 아니냐?,,
소름돋아서 바로 취소햇네요,소름 돋아서 바로 취소했네요.,,
이과멘토님이 답해주셨음 좋겠어요,이과 멘토님이 답해주셨으면 좋겠어요.,,
칠판에있는 주황색 선에 표시해야됀다구생각합니다.,칠판에 있는 주황색 선에 표시해야 된다고 생각합니다.,,
평균 이상은 돼야 하는 걸로 알고있어요,평균 이상은 돼야 하는 걸로 알고 있어요.,,
스스으로에게더욱 엄격해지심이 좋을것같애요!,스스로에게 더욱 엄격해지심이 좋을 것 같아요!,,
진짜 근데 웃긴건 업로드할때 사진은 또 폰으로 찍어야돼는데 시간울 길게주면 그 사이에 부정행위 할거고요.,진짜 근데 웃긴 것은 업로드할 때 사진은 또 폰으로 찍어야 되는데 시간을 길게 주면 그 사이에 부정행위 할 거고요.,,
생활소음 백색소음 이런거 좋아해서 돌려보고 있어욥,생활 소음 백색소음 이런 거 좋아해서 돌려보고 있어요.,,
제가 이과로 전과해쓸땐 교육과정 자체가 전부 바뀌었다.,제가 이과로 전과했을 땐 교육과정 자체가 전부 바뀌었다.,,
지위의구분은 어떡게하나요?,지위의 구분은 어떻게 하나요?,,
책 생긴 거만 바도 가슴이 답답해지고 한숨부터 나오는 듯요,책 생긴 거만 봐도 가슴이 답답해지고 한숨부터 나오는 듯요.,,
사설 문제집은 시간 남을 떄마다 이정도네요.,사설 문제집은 시간 남을 때마다 이 정도네요.,,
이그래프가 맞지안을가요?,이 그래프가 맞지 않을까요?,,
친족 집단과 종친회의차이가 무엇인지 잘모르겟습니다.,친족 집단과 종친회의 차이가 무엇인지 잘 모르겠습니다.,,
동아리떄문에 고민도 많아요,동아리 때문에 고민도 많아요.,,
오답을 하먼서 빈출개념을 그 옆에 적어놓았습니다!,오답을 하면서 빈출 개념을 그 옆에 적어놓았습니다!,,
나머진 가끔 학원에서 같이 푸는정도에요,나머진 가끔 학원에서 같이 푸는 정도예요.,,
혹시 주재를 잡는팁이있슬가요...?,혹시 주제를 잡는 팁이 있을까요...?,,
화법과 작문 강의를드를때 불리함이잇나욥?,화법과 작문 강의를 들을 때 불리함이 있나요?,,
저만의 풀이와 선생님 풀이 비교하면서 어떡케 푸는지 방법을 그리면서 오답노트 했던 것 같아요!,저만의 풀이와 선생님 풀이 비교하면서 어떻게 푸는지 방법을 그리면서 오답노트했던 것 같아요!,,
내신도 챙기려니까 정시공부할 시간이 잘 안나요.,내신도 챙기려니까 정시를 공부할 시간이 잘 안 나요.,,
빈수레는 요란하지 않습니다.,빈 수레는 요란하지 않습니다.,,
법정 대리인도 미성년자라면 법정 대리인도여러 제약을 받는다는거이지않저요,법정 대리인도 미성년자라면 법정 대리인도 여러 제약을 받는다는 것이지 않나요?,,
뜻이 갔이 단어들 조합이야,뜻이 같은 단어들 조합이야.,,
파이널만 풀었는대 좋았습니다,파이널만 풀었는데 좋았습니다!,,
하셧는데 무역을통한 전파도 직접 간접 여부를 알수없는것인지 궁금함니다.,하셨는데 무역을 통한 전파도 직접 간접 여부를 알 수 없는 것인지 궁금합니다.,,
더 이상 말하기 시러요.,더 이상 말하기 싫어요.,,
에서분류해놓은문형에따라다의어의 뜻을적어놓은거이 맞나요?,에서 분류해놓은 문형에 따라 다의어의 뜻을 적어놓은 것이 맞나요?,,
원하시는 주재있으면 답글로 알랴주새요,원하시는 주제 있으면 답글로 알려주세요!,,
전 항상 왤케이러케 의지박약일까요,전 항상 왜 이렇게 의지박약일까요.,,
혹시 공부허기 싫으실떄마다 마음에 새겼던 말들이 있나요,혹시 공부하기 싫으실 때마다 마음에 새겼던 말들이 있나요?,,
금전 말곤 무슨이유일지 예상이안가니요.,금전 말곤 무슨 이유일지 예상이 안가네요.,,
범인을 찾아도 무너진 세계의 질서가 회복되기는커녕 또 다른 문제가 야기될 것을 잘 알구 잇다.,범인을 찾아도 무너진 세계의 질서가 회복되기는커녕 또 다른 문제가 야기될 것을 잘 알고 있다.,,
그리고 조금전에 질문햇던 부분이다.,그리고 조금 전에 질문했던 부분이다.,,
수능수학은 어떤믄재집들로 공부하셨나요,수능 수학은 어떤 문제집들로 공부하셨나요?,,
외이믄재에서는이 도구를 쓰면안돼는지 명쾌하게 알구싶씁니다!,왜 이 문제에서는 이 도구를 쓰면 안 되는지 명쾌하게 알고 싶습니다!,,
다만 암기는 제대로 하셔야합니다,다만 암기는 제대로 하셔야 합니다.,,
간단히 언급만하시고 넘어가시는지알구싶습니다!,간단히 언급만 하시고 넘어가시는지 알고 싶습니다!,,
논술에서 학원에 도움이 꼭 필요해따고 느끼신 적 있으실까요?,논술에서 학원의 도움이 꼭 필요했다고 느끼신 적 있으실까요?,,
봉사심 및 책임감을 갖을 수 있으실 분들이 가시는 게 맞다고 생각합니다!,봉사심 및 책임감을 가질 수 있으실 분들이 가시는 게 맞는다고 생각합니다!,,
"저는 자유로운 형태인 줄글 형식이 산믄적인 줄 알았는데, 나에서는 대화형식 아닌가용","저는 자유로운 형태인 줄글 형식이 산문적인 줄 알았는데, 나에서는 대화 형식 아닌가요?",,
못하니가 재미없고 재미없으니깐 안해요.,못하니까 재미없고 재미없으니까 안해요.,,
막줄에 금붕어 봤음에도 불구하구 체념하고 바뀐게 없구요,막줄에 금붕어 봤음에도 불구하고 체념하고 바뀐 게 없고요.,,
이번주 춥다구 하니까 꽁꽁 싸매구 즐겁게 갔다오셔요!,이번 주 춥다고 하니까 꽁꽁 싸매고 즐겁게 갔다 오셔요!,,
제대로 못잡고잇다는것을 알고있지만 그냥 빠르게 읽구 문제를 풉니다,제대로 못 잡고 있다는 것을 알고 있지만 그냥 빠르게 읽고 문제를 풉니다.,,
두꺼워진다구 생각하면 되죵,두꺼워진다고 생각하면 되죠!,,
공부안시켜주신다 하신거 외엔 반대가 없엇습니다,공부 안 시켜주신다 하신 거 외엔 반대가 없었습니다.,,
코로저가 인간에겐 리스크지만 지구에겐 기회지.,코로나가 인간에겐 리스크지만 지구에겐 기회지.,,
이런감정 안느끼시는게 좋습나다,이런 감정 안 느끼시는 게 좋습니다.,,
그래서 포커스기출을한다구하면 처음부터 끗까지풀예정입니다.,그래서 포커스 기출을 한다고 하면 처음부터 끝까지 풀 예정입니다.,,
선물가격이라 실물이랑은 다르다구하긴하던데 그래도 웃기니,선물가격이라 실물이랑은 다르다고 하긴 하던데 그래도 웃기네.,,
머리 세가닥 남은 재수생임니다,머리 세 가닥 남은 재수생입니다.,,
저번에 듣구내심 궁금햇다.,저번에 듣고 내심 궁금했다.,,
"그럿다면 공을 동시에떨어뜨렸을때, 가튼 높이에 올라가는시간도 같나요?","그렇다면 공을 동시에 떨어뜨렸을 때, 같은 높이에 올라가는 시간도 같나요?",,
